customer_id,age,gender,region,registration_year,account_age_years,prime_status,membership_tier,total_orders,total_spend_usd,avg_order_value,return_rate_pct,num_returns,top_category,unique_categories_browsed,avg_review_score,num_reviews_written,wishlist_items,avg_daily_browsing_min,preferred_device,preferred_payment,discount_usage_rate_pct,coupon_redemptions,subscription_services,last_purchase_days_ago,customer_lifetime_value,churn_risk_score,satisfaction_rating,customer_segment_label
AMZ-101884,23,Male,Middle East,2016,9,Non-Prime,Platinum,44,13212.32,300.28,0.0,0,Grocery,2,4.9,49,16,54,Desktop,Debit Card,9.11,37,3,334,16184.69,0.2424,Satisfied,Premium Spender
AMZ-101885,66,Male,North America,2018,7,Non-Prime,Silver,0,16.36,16.36,0.0,0,Toys,5,1.6,4,1,11,Alexa,UPI,51.35,38,4,585,19.48,0.1758,Very Dissatisfied,Inactive User
AMZ-101886,40,Non-Binary,South Asia,2023,2,Non-Prime,Platinum,8,151.83,18.98,50.0,4,Beauty,3,3.0,0,51,236,Mobile,Debit Card,18.65,27,4,332,182.75,0.5342,Dissatisfied,Bargain Hunter
AMZ-101887,41,Male,North America,2019,6,Prime,Silver,27,227.82,8.44,22.22,6,Office,8,3.9,1,38,110,Mobile,Cash on Delivery,41.25,33,2,150,327.63,0.8443,Dissatisfied,Bargain Hunter
AMZ-101888,31,Male,East Asia,2015,10,Prime,Silver,38,12988.07,341.79,10.53,4,Office,9,3.4,4,21,93,Alexa,Credit Card,3.19,29,3,701,18017.13,0.3674,Very Satisfied,Premium Spender
AMZ-101889,62,Female,Middle East,2022,3,Non-Prime,Diamond,24,684.18,28.51,29.17,7,Sports,3,3.0,38,88,131,Alexa,Gift Card,78.68,5,1,553,716.83,0.7338,Dissatisfied,Bargain Hunter
AMZ-101890,33,Male,Latin America,2015,10,Prime,Platinum,39,14901.34,382.09,5.13,2,Beauty,1,4.2,40,15,78,Smart TV,Gift Card,71.52,31,2,457,18377.87,0.559,Very Satisfied,Premium Spender
AMZ-101891,64,Non-Binary,Europe,2020,5,Prime,Gold,46,4515.2,98.16,2.17,1,Sports,4,4.8,7,41,174,Desktop,Gift Card,36.75,6,2,336,5196.61,0.6608,Satisfied,Loyal Shopper
AMZ-101892,20,Female,Latin America,2019,6,Prime,Diamond,9,69.34,7.7,0.0,0,Sports,6,2.9,29,5,14,Desktop,Credit Card,69.63,12,3,709,93.05,0.0766,Neutral,Occasional Buyer
AMZ-101893,69,Non-Binary,Middle East,2015,10,Prime,Diamond,44,12195.58,277.17,2.27,1,Clothing,9,4.1,32,13,72,Tablet,Debit Card,0.12,31,4,709,12362.17,0.0032,Neutral,Premium Spender
AMZ-101894,26,Female,Southeast Asia,2022,3,Non-Prime,Diamond,30,14438.1,481.27,13.33,4,Automotive,3,3.7,41,8,99,Smart TV,Gift Card,8.5,30,2,705,15186.57,0.5196,Neutral,Premium Spender
AMZ-101895,43,Female,Latin America,2020,5,Prime,Gold,9,124.38,13.82,33.33,3,Grocery,6,2.6,44,12,55,Desktop,Debit Card,78.87,39,4,605,129.95,0.3004,Dissatisfied,Occasional Buyer
AMZ-101896,71,Non-Binary,South Asia,2019,6,Non-Prime,Platinum,31,1967.29,63.46,3.23,1,Automotive,8,4.3,10,24,156,Alexa,Cash on Delivery,28.33,32,1,184,2010.33,0.8567,Very Satisfied,Loyal Shopper
AMZ-101897,67,Non-Binary,Europe,2017,8,Prime,Diamond,31,3101.57,100.05,9.68,3,Clothing,8,4.9,23,28,51,Smart TV,Credit Card,72.66,15,2,378,3752.35,0.3569,Neutral,Premium Spender
AMZ-101898,27,Female,Europe,2018,7,Non-Prime,Diamond,4,3.44,0.86,0.0,0,Electronics,9,2.6,47,1,9,Desktop,Debit Card,57.18,24,0,5,4.95,0.0629,Neutral,Inactive User
AMZ-101899,23,Male,Latin America,2022,3,Prime,Diamond,2,572.33,286.17,150.0,3,Clothing,6,3.1,38,5,28,Smart TV,Credit Card,3.35,25,4,679,729.69,0.3091,Satisfied,Occasional Buyer
AMZ-101900,42,Non-Binary,Latin America,2023,2,Prime,Platinum,58,3483.85,60.07,0.0,0,Office,6,3.7,22,30,93,Desktop,Net Banking,21.46,13,1,29,5001.41,0.17,Satisfied,Loyal Shopper
AMZ-101901,70,Male,South Asia,2017,8,Prime,Platinum,48,4432.6,92.35,2.08,1,Automotive,5,3.3,6,19,112,Desktop,Cash on Delivery,14.49,10,4,47,5103.51,0.4909,Very Satisfied,Premium Spender
AMZ-101902,65,Female,Middle East,2023,2,Non-Prime,Silver,73,3662.65,50.17,1.37,1,Books,4,4.1,48,40,112,Mobile,Credit Card,74.28,36,1,236,4568.36,0.0417,Satisfied,Loyal Shopper
AMZ-101903,57,Male,Europe,2019,6,Prime,Platinum,7,363.29,51.9,42.86,3,Beauty,7,3.1,45,20,230,Desktop,Net Banking,10.04,22,0,149,413.18,0.8516,Neutral,Bargain Hunter
AMZ-101904,22,Female,East Asia,2020,5,Prime,Platinum,47,3212.92,68.36,2.13,1,Office,5,3.9,8,26,73,Tablet,UPI,67.81,25,4,530,3558.23,0.9158,Very Satisfied,Loyal Shopper
AMZ-101905,28,Female,Latin America,2022,3,Prime,Platinum,46,4338.28,94.31,6.52,3,Sports,2,3.9,18,9,114,Mobile,Cash on Delivery,7.39,16,2,555,6049.07,0.9051,Neutral,Premium Spender
AMZ-101906,27,Male,South Asia,2023,2,Prime,Silver,3,22.12,7.37,33.33,1,Grocery,7,1.5,49,1,9,Alexa,Gift Card,53.67,36,3,114,32.17,0.5933,Dissatisfied,Inactive User
AMZ-101907,18,Non-Binary,Europe,2022,3,Non-Prime,Gold,22,4486.84,203.95,4.55,1,Books,4,4.7,20,46,125,Desktop,Gift Card,22.38,11,2,706,5901.62,0.9416,Satisfied,Loyal Shopper
AMZ-101908,56,Male,Southeast Asia,2020,5,Prime,Diamond,15,489.95,32.66,53.33,8,Automotive,7,2.9,8,58,103,Desktop,Cash on Delivery,48.44,11,4,293,667.62,0.2523,Neutral,Bargain Hunter
AMZ-101909,52,Non-Binary,East Asia,2023,2,Prime,Diamond,8,138.33,17.29,112.5,9,Office,9,3.3,12,77,213,Alexa,Debit Card,22.22,20,4,302,145.34,0.7879,Dissatisfied,Bargain Hunter
AMZ-101910,58,Female,Latin America,2019,6,Non-Prime,Platinum,44,9151.94,208.0,9.09,4,Beauty,2,3.2,21,14,63,Mobile,Amazon Pay,68.47,9,1,391,10722.95,0.8532,Satisfied,Premium Spender
AMZ-101911,40,Male,Middle East,2021,4,Prime,Diamond,25,241.9,9.68,20.0,5,Clothing,3,4.1,15,32,150,Mobile,Cash on Delivery,51.0,6,3,484,354.39,0.0094,Neutral,Bargain Hunter
AMZ-101912,67,Female,Latin America,2015,10,Prime,Platinum,49,4411.07,90.02,4.08,2,Office,8,4.2,12,12,176,Smart TV,Credit Card,79.1,19,4,546,5506.87,0.7666,Satisfied,Loyal Shopper
AMZ-101913,41,Female,South Asia,2017,8,Prime,Platinum,0,31.02,31.02,0.0,0,Home & Kitchen,1,1.1,28,3,7,Alexa,Amazon Pay,6.33,17,4,722,31.17,0.6309,Neutral,Inactive User
AMZ-101914,36,Female,Europe,2018,7,Prime,Silver,1,63.15,63.15,0.0,0,Home & Kitchen,4,3.0,46,0,6,Tablet,Amazon Pay,30.16,36,4,24,68.81,0.4928,Dissatisfied,Inactive User
AMZ-101915,21,Female,North America,2016,9,Prime,Diamond,49,13609.97,277.75,6.12,3,Books,4,4.8,30,22,92,Tablet,UPI,75.7,27,0,511,14378.14,0.1435,Neutral,Premium Spender
AMZ-101916,62,Non-Binary,North America,2023,2,Non-Prime,Silver,13,765.89,58.91,61.54,8,Sports,3,3.2,42,30,119,Smart TV,Debit Card,76.0,23,4,676,968.3,0.844,Neutral,Bargain Hunter
AMZ-101917,26,Female,North America,2017,8,Non-Prime,Platinum,37,8252.87,223.05,0.0,0,Toys,8,4.3,46,19,91,Tablet,Amazon Pay,33.13,33,0,592,8724.04,0.719,Neutral,Premium Spender
AMZ-101918,22,Female,Latin America,2023,2,Prime,Gold,2,72.88,36.44,0.0,0,Beauty,3,1.5,26,4,17,Tablet,UPI,74.21,6,1,205,105.04,0.9897,Very Dissatisfied,Inactive User
AMZ-101919,37,Female,Europe,2018,7,Prime,Diamond,50,2092.16,41.84,2.0,1,Books,8,4.1,21,32,122,Tablet,Cash on Delivery,58.15,16,2,56,2607.3,0.2699,Satisfied,Loyal Shopper
AMZ-101920,44,Male,East Asia,2017,8,Prime,Silver,0,28.9,28.9,100.0,1,Home & Kitchen,9,3.0,16,0,11,Mobile,Debit Card,57.88,25,4,512,29.06,0.4756,Dissatisfied,Inactive User
AMZ-101921,65,Male,Middle East,2021,4,Prime,Silver,9,555.88,61.76,0.0,0,Books,7,2.4,37,14,37,Mobile,Net Banking,5.79,17,4,219,765.94,0.3215,Neutral,Occasional Buyer
AMZ-101922,27,Female,East Asia,2022,3,Non-Prime,Silver,14,321.5,22.96,57.14,8,Clothing,2,4.0,37,39,194,Alexa,Net Banking,55.28,6,4,511,341.15,0.4252,Dissatisfied,Bargain Hunter
AMZ-101923,30,Female,East Asia,2022,3,Non-Prime,Silver,15,12654.09,843.61,6.67,1,Office,2,4.2,13,16,46,Mobile,Credit Card,77.76,37,4,309,17439.92,0.7348,Very Satisfied,Premium Spender
AMZ-101924,35,Non-Binary,North America,2019,6,Prime,Silver,32,3070.7,95.96,3.12,1,Books,5,3.8,6,37,77,Mobile,Gift Card,20.65,34,3,51,4525.04,0.7476,Very Satisfied,Loyal Shopper
AMZ-101925,39,Male,Latin America,2018,7,Prime,Diamond,63,3313.73,52.6,0.0,0,Beauty,1,4.3,32,48,68,Alexa,Debit Card,45.39,23,4,479,4346.15,0.3109,Very Satisfied,Loyal Shopper
AMZ-101926,71,Non-Binary,Southeast Asia,2020,5,Non-Prime,Gold,48,5537.66,115.37,2.08,1,Automotive,4,3.6,1,12,87,Tablet,Net Banking,20.58,21,4,645,6448.91,0.4718,Satisfied,Premium Spender
AMZ-101927,36,Female,South Asia,2018,7,Non-Prime,Silver,0,25.77,25.77,0.0,0,Books,1,1.6,20,3,11,Desktop,Debit Card,31.53,8,1,327,28.46,0.3342,Dissatisfied,Inactive User
AMZ-101928,68,Non-Binary,Middle East,2017,8,Prime,Silver,10,144.02,14.4,20.0,2,Books,8,3.1,4,17,56,Desktop,Debit Card,49.95,36,3,104,209.25,0.695,Neutral,Occasional Buyer
AMZ-101929,46,Male,Southeast Asia,2023,2,Non-Prime,Platinum,3,555.91,185.3,66.67,2,Office,6,3.2,41,11,56,Smart TV,UPI,5.58,34,0,555,573.88,0.0911,Neutral,Occasional Buyer
AMZ-101930,36,Female,Europe,2022,3,Prime,Gold,4,75.98,19.0,25.0,1,Grocery,8,2.2,43,6,49,Mobile,Net Banking,75.14,22,4,506,105.63,0.7132,Neutral,Occasional Buyer
AMZ-101931,57,Male,North America,2017,8,Prime,Silver,5,418.46,83.69,40.0,2,Automotive,5,2.5,46,17,20,Tablet,Net Banking,24.1,23,2,420,557.91,0.9377,Dissatisfied,Occasional Buyer
AMZ-101932,64,Female,North America,2019,6,Non-Prime,Diamond,16,572.2,35.76,50.0,8,Electronics,6,4.2,47,57,166,Mobile,Amazon Pay,35.75,36,0,15,638.0,0.7568,Dissatisfied,Bargain Hunter
AMZ-101933,40,Non-Binary,Latin America,2022,3,Non-Prime,Silver,3,29.52,9.84,33.33,1,Office,4,2.3,15,0,2,Tablet,Net Banking,65.4,16,1,707,43.37,0.6602,Very Dissatisfied,Inactive User
AMZ-101934,67,Female,Latin America,2018,7,Prime,Platinum,13,433.85,33.37,0.0,0,Automotive,6,2.1,28,13,31,Tablet,Cash on Delivery,52.13,19,2,467,618.98,0.1956,Dissatisfied,Occasional Buyer
AMZ-101935,33,Non-Binary,Latin America,2018,7,Prime,Gold,32,12095.94,378.0,12.5,4,Office,6,4.2,16,26,91,Desktop,Credit Card,13.65,17,3,41,14275.82,0.5207,Neutral,Premium Spender
AMZ-101936,36,Female,Southeast Asia,2023,2,Prime,Diamond,12,284.69,23.72,8.33,1,Automotive,4,3.3,32,2,43,Smart TV,Gift Card,33.32,29,1,615,413.08,0.902,Dissatisfied,Occasional Buyer
AMZ-101937,34,Non-Binary,East Asia,2023,2,Prime,Diamond,22,3610.52,164.11,4.55,1,Electronics,8,3.9,4,49,65,Desktop,Cash on Delivery,27.91,34,1,129,4470.7,0.4421,Very Satisfied,Loyal Shopper
AMZ-101938,38,Non-Binary,South Asia,2018,7,Prime,Platinum,1,519.75,519.75,0.0,0,Electronics,8,3.9,17,7,48,Smart TV,Cash on Delivery,29.95,5,2,301,586.28,0.3673,Dissatisfied,Occasional Buyer
AMZ-101939,39,Non-Binary,South Asia,2016,9,Prime,Silver,35,3774.49,107.84,5.71,2,Electronics,9,3.5,10,15,101,Smart TV,Gift Card,79.44,12,3,17,4572.34,0.76,Very Satisfied,Loyal Shopper
AMZ-101940,32,Female,South Asia,2015,10,Prime,Diamond,71,3352.27,47.22,0.0,0,Toys,2,4.2,10,42,60,Desktop,Amazon Pay,68.6,18,1,111,4842.4,0.1993,Satisfied,Loyal Shopper
AMZ-101941,45,Male,South Asia,2016,9,Prime,Diamond,3,31.12,10.37,33.33,1,Toys,4,1.0,49,3,12,Smart TV,Cash on Delivery,49.22,29,0,192,37.88,0.6926,Very Dissatisfied,Inactive User
AMZ-101942,69,Non-Binary,North America,2023,2,Prime,Silver,43,2668.67,62.06,4.65,2,Books,9,4.4,16,22,153,Tablet,Net Banking,22.05,10,1,592,2886.88,0.0596,Satisfied,Loyal Shopper
AMZ-101943,63,Female,South Asia,2021,4,Prime,Diamond,34,9932.47,292.13,5.88,2,Home & Kitchen,7,3.6,23,13,107,Smart TV,Gift Card,48.6,37,2,704,14690.87,0.5897,Very Satisfied,Premium Spender
AMZ-101944,25,Non-Binary,South Asia,2021,4,Prime,Platinum,11,266.46,24.22,54.55,6,Office,7,3.3,8,61,152,Smart TV,UPI,71.45,28,2,330,381.19,0.0291,Satisfied,Bargain Hunter
AMZ-101945,35,Male,Middle East,2017,8,Prime,Platinum,12,578.13,48.18,16.67,2,Beauty,1,3.9,3,59,222,Desktop,Amazon Pay,55.22,17,2,92,715.21,0.2757,Dissatisfied,Bargain Hunter
AMZ-101946,62,Male,North America,2022,3,Prime,Platinum,4,91.97,22.99,25.0,1,Toys,9,2.5,39,1,6,Desktop,Debit Card,63.78,21,2,118,119.76,0.2445,Very Dissatisfied,Inactive User
AMZ-101947,23,Male,East Asia,2021,4,Prime,Diamond,2,90.88,45.44,50.0,1,Sports,1,2.6,13,15,15,Alexa,Amazon Pay,40.51,5,3,657,118.3,0.6536,Satisfied,Occasional Buyer
AMZ-101948,22,Non-Binary,South Asia,2016,9,Prime,Platinum,3,81.72,27.24,0.0,0,Office,1,1.2,33,3,1,Desktop,Net Banking,79.85,19,1,460,112.67,0.5582,Very Dissatisfied,Inactive User
AMZ-101949,68,Male,East Asia,2023,2,Prime,Diamond,4,1.75,0.44,0.0,0,Office,8,1.8,18,4,15,Smart TV,Credit Card,53.13,22,4,171,1.8,0.0209,Neutral,Inactive User
AMZ-101950,36,Male,Southeast Asia,2022,3,Prime,Platinum,12,384.98,32.08,16.67,2,Books,2,3.2,10,16,34,Alexa,Gift Card,7.57,22,3,1,444.7,0.4785,Satisfied,Occasional Buyer
AMZ-101951,64,Non-Binary,Europe,2020,5,Prime,Diamond,29,14582.9,502.86,3.45,1,Toys,5,3.9,1,25,53,Desktop,Cash on Delivery,7.83,1,4,572,15651.55,0.7919,Very Satisfied,Premium Spender
AMZ-101952,48,Male,Europe,2019,6,Prime,Diamond,1,484.68,484.68,200.0,2,Home & Kitchen,8,3.4,26,12,15,Desktop,Net Banking,78.57,6,3,416,608.94,0.3067,Satisfied,Occasional Buyer
AMZ-101953,37,Female,East Asia,2021,4,Non-Prime,Diamond,12,284.26,23.69,66.67,8,Grocery,6,3.4,11,55,172,Desktop,Cash on Delivery,38.54,2,1,678,297.5,0.8825,Satisfied,Bargain Hunter
AMZ-101954,71,Female,Europe,2022,3,Non-Prime,Gold,14,185.21,13.23,0.0,0,Home & Kitchen,6,2.8,28,8,15,Alexa,UPI,49.68,33,1,61,250.6,0.2619,Dissatisfied,Occasional Buyer
AMZ-101955,52,Non-Binary,North America,2021,4,Non-Prime,Gold,13,426.82,32.83,38.46,5,Grocery,8,3.5,19,69,228,Alexa,Amazon Pay,18.44,36,2,604,516.47,0.9906,Satisfied,Bargain Hunter
AMZ-101956,20,Female,Latin America,2022,3,Prime,Platinum,51,1890.37,37.07,3.92,2,Sports,4,3.7,28,35,154,Desktop,Debit Card,60.85,9,4,482,2802.27,0.5036,Satisfied,Loyal Shopper
AMZ-101957,57,Male,Latin America,2020,5,Non-Prime,Diamond,6,250.83,41.8,33.33,2,Books,5,3.0,42,3,40,Tablet,Gift Card,54.83,2,1,562,366.49,0.2329,Neutral,Occasional Buyer
AMZ-101958,30,Non-Binary,Southeast Asia,2017,8,Non-Prime,Gold,46,2209.46,48.03,2.17,1,Office,2,4.0,44,19,122,Smart TV,Cash on Delivery,61.2,13,3,504,3158.25,0.0022,Satisfied,Loyal Shopper
AMZ-101959,34,Female,Southeast Asia,2017,8,Prime,Gold,10,596.13,59.61,0.0,0,Office,3,3.1,36,13,14,Smart TV,Amazon Pay,63.77,23,2,416,825.17,0.4567,Neutral,Occasional Buyer
AMZ-101960,43,Female,North America,2020,5,Prime,Silver,70,2093.75,29.91,1.43,1,Beauty,5,4.5,23,48,126,Alexa,Gift Card,3.69,33,3,186,2679.39,0.0964,Very Satisfied,Loyal Shopper
AMZ-101961,60,Female,East Asia,2016,9,Non-Prime,Diamond,3,187.23,62.41,33.33,1,Grocery,8,2.0,12,6,51,Mobile,Net Banking,29.62,18,1,40,217.79,0.5933,Neutral,Occasional Buyer
AMZ-101962,34,Female,Southeast Asia,2022,3,Prime,Platinum,26,8326.03,320.23,7.69,2,Office,2,4.7,41,22,119,Mobile,Net Banking,16.35,20,1,51,10976.51,0.8808,Very Satisfied,Premium Spender
AMZ-101963,47,Non-Binary,East Asia,2023,2,Non-Prime,Silver,1,65.57,65.57,100.0,1,Grocery,9,3.3,32,4,30,Mobile,Net Banking,1.75,24,4,399,68.91,0.301,Dissatisfied,Occasional Buyer
AMZ-101964,44,Male,North America,2021,4,Prime,Gold,74,2447.32,33.07,2.7,2,Books,3,4.7,4,26,170,Alexa,Debit Card,53.0,23,4,100,3435.6,0.8054,Satisfied,Loyal Shopper
AMZ-101965,45,Female,Europe,2018,7,Prime,Silver,45,3474.63,77.21,2.22,1,Toys,7,3.9,3,39,163,Tablet,Cash on Delivery,54.33,34,0,326,4058.95,0.272,Very Satisfied,Loyal Shopper
AMZ-101966,23,Female,Middle East,2018,7,Prime,Diamond,14,575.4,41.1,42.86,6,Toys,3,4.5,28,48,197,Desktop,UPI,0.34,21,1,154,847.22,0.9761,Satisfied,Bargain Hunter
AMZ-101967,27,Female,South Asia,2022,3,Prime,Platinum,21,293.8,13.99,23.81,5,Home & Kitchen,6,3.4,16,36,196,Desktop,Credit Card,31.34,9,0,473,397.65,0.3222,Neutral,Bargain Hunter
AMZ-101968,35,Male,Latin America,2016,9,Non-Prime,Gold,1,85.28,85.28,100.0,1,Automotive,8,2.1,12,3,13,Mobile,Credit Card,66.48,4,4,184,88.89,0.4086,Dissatisfied,Inactive User
AMZ-101969,67,Male,East Asia,2019,6,Prime,Platinum,77,2451.75,31.84,1.3,1,Beauty,3,4.2,25,38,91,Smart TV,Cash on Delivery,12.19,34,4,474,3674.94,0.8731,Very Satisfied,Loyal Shopper
AMZ-101970,48,Non-Binary,East Asia,2016,9,Prime,Diamond,20,9740.51,487.03,0.0,0,Electronics,6,3.0,45,15,68,Smart TV,UPI,6.95,4,2,677,13278.86,0.6617,Satisfied,Premium Spender
AMZ-101971,53,Male,Middle East,2023,2,Prime,Gold,24,157.7,6.57,16.67,4,Home & Kitchen,1,4.0,30,58,144,Alexa,Gift Card,65.11,25,3,486,158.76,0.9004,Neutral,Bargain Hunter
AMZ-101972,28,Non-Binary,North America,2019,6,Non-Prime,Platinum,11,486.23,44.2,45.45,5,Grocery,3,2.7,4,33,158,Desktop,Gift Card,2.54,6,4,526,607.77,0.2127,Satisfied,Bargain Hunter
AMZ-101973,65,Non-Binary,North America,2019,6,Non-Prime,Platinum,54,4167.85,77.18,1.85,1,Sports,7,4.1,2,45,128,Alexa,Amazon Pay,0.67,24,2,51,5145.42,0.0727,Very Satisfied,Loyal Shopper
AMZ-101974,20,Male,East Asia,2023,2,Prime,Platinum,0,23.42,23.42,100.0,1,Beauty,2,1.2,15,1,6,Desktop,Amazon Pay,26.0,0,4,537,33.2,0.4047,Very Dissatisfied,Inactive User
AMZ-101975,36,Male,Latin America,2016,9,Prime,Diamond,12,384.19,32.02,25.0,3,Electronics,3,3.5,5,13,21,Smart TV,UPI,68.9,6,3,502,572.95,0.8493,Dissatisfied,Occasional Buyer
AMZ-101976,65,Male,South Asia,2023,2,Prime,Silver,2,88.88,44.44,0.0,0,Toys,4,2.5,36,2,14,Mobile,Net Banking,14.01,12,3,432,100.49,0.3431,Very Dissatisfied,Inactive User
AMZ-101977,43,Non-Binary,Latin America,2019,6,Non-Prime,Platinum,36,3448.44,95.79,5.56,2,Home & Kitchen,7,3.9,12,40,111,Alexa,Cash on Delivery,27.68,19,1,379,4726.32,0.3781,Very Satisfied,Loyal Shopper
AMZ-101978,32,Female,North America,2015,10,Non-Prime,Gold,3,557.85,185.95,100.0,3,Office,1,3.8,4,16,30,Tablet,Debit Card,1.33,0,3,466,665.67,0.1919,Dissatisfied,Occasional Buyer
AMZ-101979,44,Female,North America,2015,10,Prime,Gold,1,78.0,78.0,100.0,1,Beauty,5,2.8,21,0,8,Desktop,Gift Card,67.49,37,2,171,107.71,0.9582,Dissatisfied,Inactive User
AMZ-101980,68,Female,Southeast Asia,2020,5,Prime,Gold,48,14424.29,300.51,8.33,4,Automotive,2,4.4,12,19,95,Smart TV,UPI,6.49,32,0,167,18604.23,0.7132,Very Satisfied,Premium Spender
AMZ-101981,50,Non-Binary,East Asia,2022,3,Prime,Silver,1,3.39,3.39,100.0,1,Office,9,1.8,21,3,0,Mobile,Credit Card,40.99,17,4,52,3.66,0.6278,Very Dissatisfied,Inactive User
AMZ-101982,44,Male,East Asia,2016,9,Prime,Platinum,27,118.87,4.4,7.41,2,Electronics,7,2.7,35,81,182,Tablet,Gift Card,29.74,9,0,312,170.94,0.527,Dissatisfied,Bargain Hunter
AMZ-101983,31,Non-Binary,South Asia,2021,4,Prime,Silver,27,7682.57,284.54,11.11,3,Beauty,8,4.6,11,10,88,Desktop,Net Banking,10.82,13,0,529,10092.13,0.3044,Very Satisfied,Premium Spender
AMZ-101984,47,Non-Binary,Europe,2015,10,Prime,Platinum,47,3106.02,66.09,0.0,0,Toys,5,3.9,15,29,106,Mobile,Amazon Pay,26.36,37,4,617,3446.95,0.0706,Satisfied,Loyal Shopper
AMZ-101985,31,Female,South Asia,2022,3,Prime,Diamond,5,318.11,63.62,140.0,7,Home & Kitchen,7,4.4,8,77,200,Mobile,Net Banking,43.09,7,2,382,354.81,0.6171,Neutral,Bargain Hunter
AMZ-101986,28,Male,North America,2015,10,Prime,Silver,8,322.88,40.36,25.0,2,Home & Kitchen,6,3.6,28,84,135,Smart TV,Cash on Delivery,31.5,30,2,623,473.77,0.3827,Satisfied,Bargain Hunter
AMZ-101987,57,Non-Binary,Europe,2022,3,Prime,Silver,0,85.33,85.33,100.0,1,Office,1,2.1,38,2,15,Smart TV,Credit Card,9.64,23,3,497,107.75,0.9566,Neutral,Inactive User
AMZ-101988,35,Male,Southeast Asia,2022,3,Non-Prime,Diamond,56,1992.84,35.59,3.57,2,Electronics,3,4.0,5,14,132,Mobile,Gift Card,49.18,25,2,663,2125.59,0.0054,Very Satisfied,Loyal Shopper
AMZ-101989,36,Female,South Asia,2021,4,Prime,Silver,43,12083.27,281.01,2.33,1,Books,5,3.3,19,20,108,Tablet,Net Banking,30.59,26,4,134,14793.36,0.2113,Neutral,Premium Spender
AMZ-101990,32,Female,South Asia,2015,10,Prime,Silver,7,497.38,71.05,28.57,2,Sports,5,3.8,43,13,36,Desktop,Debit Card,18.9,36,0,375,695.27,0.3397,Satisfied,Occasional Buyer
AMZ-101991,60,Non-Binary,North America,2021,4,Non-Prime,Diamond,18,6996.91,388.72,22.22,4,Grocery,7,3.1,21,5,48,Smart TV,Cash on Delivery,41.19,26,0,237,8494.95,0.2386,Satisfied,Premium Spender
AMZ-101992,54,Female,Europe,2021,4,Prime,Platinum,36,3877.62,107.71,2.78,1,Automotive,5,4.6,6,24,152,Smart TV,UPI,47.41,7,0,283,4206.87,0.6491,Very Satisfied,Loyal Shopper
AMZ-101993,56,Non-Binary,Europe,2021,4,Non-Prime,Gold,30,1526.77,50.89,0.0,0,Beauty,8,3.8,35,21,65,Tablet,Gift Card,43.54,27,4,318,1777.97,0.2651,Satisfied,Loyal Shopper
AMZ-101994,71,Female,Southeast Asia,2018,7,Prime,Platinum,56,4643.17,82.91,3.57,2,Clothing,8,4.4,38,28,140,Smart TV,Net Banking,55.49,37,2,126,5359.63,0.0713,Satisfied,Loyal Shopper
AMZ-101995,60,Female,Southeast Asia,2015,10,Prime,Platinum,2,91.54,45.77,0.0,0,Clothing,9,2.0,40,4,6,Tablet,Amazon Pay,30.35,35,1,572,98.33,0.4584,Very Dissatisfied,Inactive User
AMZ-101996,27,Non-Binary,East Asia,2017,8,Non-Prime,Gold,41,14056.09,342.83,7.32,3,Electronics,2,3.5,43,27,86,Tablet,UPI,50.71,25,0,81,14596.27,0.1063,Neutral,Premium Spender
AMZ-101997,67,Non-Binary,Latin America,2020,5,Non-Prime,Gold,51,4107.19,80.53,0.0,0,Office,2,4.2,9,16,122,Desktop,Cash on Delivery,39.9,25,3,681,4913.37,0.6631,Satisfied,Loyal Shopper
AMZ-101998,64,Male,East Asia,2017,8,Prime,Silver,42,3642.56,86.73,4.76,2,Grocery,1,4.5,25,42,67,Alexa,Credit Card,4.71,23,0,25,3822.81,0.8781,Satisfied,Loyal Shopper
AMZ-101999,47,Non-Binary,North America,2022,3,Prime,Gold,3,85.61,28.54,0.0,0,Home & Kitchen,4,1.0,2,0,17,Tablet,Gift Card,25.81,7,2,430,125.41,0.3188,Dissatisfied,Inactive User
AMZ-102000,60,Non-Binary,East Asia,2017,8,Prime,Diamond,29,434.9,15.0,10.34,3,Grocery,2,2.6,12,63,114,Smart TV,Debit Card,17.95,11,4,103,557.0,0.4005,Satisfied,Bargain Hunter
AMZ-102001,25,Non-Binary,Southeast Asia,2018,7,Non-Prime,Silver,2,67.56,33.78,0.0,0,Home & Kitchen,6,1.8,24,3,9,Smart TV,Debit Card,21.76,39,3,154,69.89,0.0946,Very Dissatisfied,Inactive User
AMZ-102002,54,Non-Binary,East Asia,2015,10,Prime,Diamond,68,1295.99,19.06,2.94,2,Clothing,2,4.2,29,36,128,Mobile,Net Banking,74.84,31,0,377,1569.17,0.2805,Very Satisfied,Loyal Shopper
AMZ-102003,34,Female,Europe,2018,7,Prime,Silver,12,472.16,39.35,0.0,0,Home & Kitchen,9,3.5,7,9,40,Mobile,Credit Card,32.91,25,0,136,491.49,0.6703,Neutral,Occasional Buyer
AMZ-102004,27,Male,South Asia,2018,7,Prime,Silver,19,444.21,23.38,42.11,8,Books,2,2.5,3,65,210,Tablet,Gift Card,21.62,32,1,75,577.88,0.9845,Satisfied,Bargain Hunter
AMZ-102005,55,Female,Latin America,2021,4,Prime,Silver,9,693.65,77.07,66.67,6,Office,7,4.5,23,49,197,Tablet,Amazon Pay,36.2,36,2,483,992.2,0.4217,Satisfied,Bargain Hunter
